,Unnamed: 0,path,mask_state,age,gender,class,pred,folder
8934,8934,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003288_female_Asian_20/incorrect_mask.jpg,Incorrect,20,female,9,10,003288_female_Asian_20
8935,8935,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003288_female_Asian_20/mask2.jpg,Wear,20,female,3,1,003288_female_Asian_20
8936,8936,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003288_female_Asian_20/mask4.jpg,Wear,20,female,3,4,003288_female_Asian_20
8938,8938,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003288_female_Asian_20/mask3.jpg,Wear,20,female,3,4,003288_female_Asian_20
8939,8939,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003289_female_Asian_19/mask1.jpg,Wear,19,female,3,4,003289_female_Asian_19
8941,8941,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003289_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,6,003289_female_Asian_19
8942,8942,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003289_female_Asian_19/mask2.jpg,Wear,19,female,3,1,003289_female_Asian_19
8943,8943,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003289_female_Asian_19/mask4.jpg,Wear,19,female,3,4,003289_female_Asian_19
8945,8945,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003289_female_Asian_19/mask3.jpg,Wear,19,female,3,4,003289_female_Asian_19
8946,8946,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003290_female_Asian_19/mask1.jpg,Wear,19,female,3,0,003290_female_Asian_19
8948,8948,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003290_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,6,003290_female_Asian_19
8949,8949,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003290_female_Asian_19/mask2.jpg,Wear,19,female,3,0,003290_female_Asian_19
8951,8951,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003290_female_Asian_19/mask5.jpg,Wear,19,female,3,0,003290_female_Asian_19
8952,8952,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003290_female_Asian_19/mask3.jpg,Wear,19,female,3,0,003290_female_Asian_19
8953,8953,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003292_female_Asian_20/mask1.jpg,Wear,20,female,3,1,003292_female_Asian_20
8954,8954,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003292_female_Asian_20/normal.jpg,Not Wear,20,female,15,16,003292_female_Asian_20
8955,8955,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003292_female_Asian_20/incorrect_mask.jpg,Incorrect,20,female,9,7,003292_female_Asian_20
8956,8956,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003292_female_Asian_20/mask2.jpg,Wear,20,female,3,1,003292_female_Asian_20
8957,8957,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003292_female_Asian_20/mask4.jpg,Wear,20,female,3,1,003292_female_Asian_20
8958,8958,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003292_female_Asian_20/mask5.jpg,Wear,20,female,3,4,003292_female_Asian_20
8959,8959,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003292_female_Asian_20/mask3.jpg,Wear,20,female,3,1,003292_female_Asian_20
8963,8963,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003293_female_Asian_19/mask2.jpg,Wear,19,female,3,4,003293_female_Asian_19
8967,8967,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003294_female_Asian_19/mask1.jpg,Wear,19,female,3,1,003294_female_Asian_19
8968,8968,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003294_female_Asian_19/normal.jpg,Not Wear,19,female,15,12,003294_female_Asian_19
8969,8969,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003294_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,6,003294_female_Asian_19
8970,8970,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003294_female_Asian_19/mask2.jpg,Wear,19,female,3,1,003294_female_Asian_19
8971,8971,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003294_female_Asian_19/mask4.jpg,Wear,19,female,3,1,003294_female_Asian_19
8972,8972,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003294_female_Asian_19/mask5.jpg,Wear,19,female,3,0,003294_female_Asian_19
8973,8973,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003294_female_Asian_19/mask3.jpg,Wear,19,female,3,1,003294_female_Asian_19
8974,8974,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003295_female_Asian_20/mask1.jpg,Wear,20,female,3,0,003295_female_Asian_20
8975,8975,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003295_female_Asian_20/normal.jpg,Not Wear,20,female,15,12,003295_female_Asian_20
8976,8976,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003295_female_Asian_20/incorrect_mask.jpg,Incorrect,20,female,9,6,003295_female_Asian_20
8977,8977,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003295_female_Asian_20/mask2.jpg,Wear,20,female,3,0,003295_female_Asian_20
8978,8978,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003295_female_Asian_20/mask4.jpg,Wear,20,female,3,6,003295_female_Asian_20
8979,8979,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003295_female_Asian_20/mask5.jpg,Wear,20,female,3,0,003295_female_Asian_20
8980,8980,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003295_female_Asian_20/mask3.jpg,Wear,20,female,3,0,003295_female_Asian_20
8981,8981,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003296_female_Asian_19/mask1.jpg,Wear,19,female,3,1,003296_female_Asian_19
8982,8982,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003296_female_Asian_19/normal.jpg,Not Wear,19,female,15,13,003296_female_Asian_19
8983,8983,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003296_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,7,003296_female_Asian_19
8984,8984,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003296_female_Asian_19/mask2.jpg,Wear,19,female,3,1,003296_female_Asian_19
8985,8985,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003296_female_Asian_19/mask4.jpg,Wear,19,female,3,1,003296_female_Asian_19
8986,8986,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003296_female_Asian_19/mask5.jpg,Wear,19,female,3,1,003296_female_Asian_19
8987,8987,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003296_female_Asian_19/mask3.jpg,Wear,19,female,3,1,003296_female_Asian_19
8988,8988,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003297_female_Asian_20/mask1.jpg,Wear,20,female,3,1,003297_female_Asian_20
8989,8989,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003297_female_Asian_20/normal.jpg,Not Wear,20,female,15,12,003297_female_Asian_20
8990,8990,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003297_female_Asian_20/incorrect_mask.jpg,Incorrect,20,female,9,6,003297_female_Asian_20
8991,8991,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003297_female_Asian_20/mask2.jpg,Wear,20,female,3,0,003297_female_Asian_20
8992,8992,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003297_female_Asian_20/mask4.jpg,Wear,20,female,3,1,003297_female_Asian_20
8993,8993,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003297_female_Asian_20/mask5.jpg,Wear,20,female,3,0,003297_female_Asian_20
8994,8994,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003297_female_Asian_20/mask3.jpg,Wear,20,female,3,1,003297_female_Asian_20
8995,8995,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003298_female_Asian_19/mask1.jpg,Wear,19,female,3,4,003298_female_Asian_19
8996,8996,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003298_female_Asian_19/normal.jpg,Not Wear,19,female,15,16,003298_female_Asian_19
8997,8997,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003298_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,10,003298_female_Asian_19
8998,8998,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003298_female_Asian_19/mask2.jpg,Wear,19,female,3,4,003298_female_Asian_19
8999,8999,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003298_female_Asian_19/mask4.jpg,Wear,19,female,3,4,003298_female_Asian_19
9004,9004,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003299_female_Asian_20/incorrect_mask.jpg,Incorrect,20,female,9,10,003299_female_Asian_20
9009,9009,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003300_female_Asian_19/mask1.jpg,Wear,19,female,3,4,003300_female_Asian_19
9010,9010,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003300_female_Asian_19/normal.jpg,Not Wear,19,female,15,16,003300_female_Asian_19
9011,9011,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003300_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,10,003300_female_Asian_19
9027,9027,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003303_female_Asian_20/mask4.jpg,Wear,20,female,3,0,003303_female_Asian_20
9028,9028,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003303_female_Asian_20/mask5.jpg,Wear,20,female,3,0,003303_female_Asian_20
9029,9029,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003303_female_Asian_20/mask3.jpg,Wear,20,female,3,0,003303_female_Asian_20
9037,9037,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003305_female_Asian_19/mask1.jpg,Wear,19,female,3,0,003305_female_Asian_19
9039,9039,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003305_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,6,003305_female_Asian_19
9040,9040,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003305_female_Asian_19/mask2.jpg,Wear,19,female,3,0,003305_female_Asian_19
9041,9041,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003305_female_Asian_19/mask4.jpg,Wear,19,female,3,0,003305_female_Asian_19
9042,9042,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003305_female_Asian_19/mask5.jpg,Wear,19,female,3,0,003305_female_Asian_19
9043,9043,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003305_female_Asian_19/mask3.jpg,Wear,19,female,3,0,003305_female_Asian_19
9052,9052,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003307_female_Asian_19/normal.jpg,Not Wear,19,female,15,16,003307_female_Asian_19
9053,9053,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003307_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,10,003307_female_Asian_19
9100,9100,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003317_female_Asian_19/mask1.jpg,Wear,19,female,3,0,003317_female_Asian_19
9102,9102,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003317_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,6,003317_female_Asian_19
9103,9103,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003317_female_Asian_19/mask2.jpg,Wear,19,female,3,0,003317_female_Asian_19
9104,9104,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003317_female_Asian_19/mask4.jpg,Wear,19,female,3,0,003317_female_Asian_19
9105,9105,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003317_female_Asian_19/mask5.jpg,Wear,19,female,3,0,003317_female_Asian_19
9106,9106,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003317_female_Asian_19/mask3.jpg,Wear,19,female,3,0,003317_female_Asian_19
9125,9125,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003320_female_Asian_19/mask4.jpg,Wear,19,female,3,0,003320_female_Asian_19
9127,9127,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003320_female_Asian_19/mask3.jpg,Wear,19,female,3,0,003320_female_Asian_19
9129,9129,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003321_female_Asian_19/normal.jpg,Not Wear,19,female,15,16,003321_female_Asian_19
9130,9130,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003321_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,10,003321_female_Asian_19
9131,9131,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003321_female_Asian_19/mask2.jpg,Wear,19,female,3,0,003321_female_Asian_19
9133,9133,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003321_female_Asian_19/mask5.jpg,Wear,19,female,3,0,003321_female_Asian_19
9135,9135,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003323_female_Asian_19/mask1.jpg,Wear,19,female,3,4,003323_female_Asian_19
9137,9137,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003323_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,10,003323_female_Asian_19
9142,9142,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003324_female_Asian_20/mask1.jpg,Wear,20,female,3,0,003324_female_Asian_20
9146,9146,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003324_female_Asian_20/mask4.jpg,Wear,20,female,3,0,003324_female_Asian_20
9148,9148,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003324_female_Asian_20/mask3.jpg,Wear,20,female,3,0,003324_female_Asian_20
9210,9210,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003339_female_Asian_19/mask5.jpg,Wear,19,female,3,0,003339_female_Asian_19
9246,9246,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003344_female_Asian_19/mask3.jpg,Wear,19,female,3,4,003344_female_Asian_19
9247,9247,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003345_female_Asian_19/mask1.jpg,Wear,19,female,3,0,003345_female_Asian_19
9250,9250,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003345_female_Asian_19/mask2.jpg,Wear,19,female,3,0,003345_female_Asian_19
9251,9251,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003345_female_Asian_19/mask4.jpg,Wear,19,female,3,0,003345_female_Asian_19
9252,9252,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003345_female_Asian_19/mask5.jpg,Wear,19,female,3,0,003345_female_Asian_19
9253,9253,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003345_female_Asian_19/mask3.jpg,Wear,19,female,3,0,003345_female_Asian_19
9261,9261,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003347_female_Asian_20/mask1.jpg,Wear,20,female,3,4,003347_female_Asian_20
9263,9263,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003347_female_Asian_20/incorrect_mask.jpg,Incorrect,20,female,9,10,003347_female_Asian_20
9264,9264,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003347_female_Asian_20/mask2.jpg,Wear,20,female,3,4,003347_female_Asian_20
9265,9265,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003347_female_Asian_20/mask4.jpg,Wear,20,female,3,1,003347_female_Asian_20
9266,9266,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003347_female_Asian_20/mask5.jpg,Wear,20,female,3,0,003347_female_Asian_20
9267,9267,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003347_female_Asian_20/mask3.jpg,Wear,20,female,3,4,003347_female_Asian_20
9283,9283,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003350_female_Asian_19/normal.jpg,Not Wear,19,female,15,12,003350_female_Asian_19
9284,9284,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003350_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,6,003350_female_Asian_19
9285,9285,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003350_female_Asian_19/mask2.jpg,Wear,19,female,3,0,003350_female_Asian_19
9287,9287,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003350_female_Asian_19/mask5.jpg,Wear,19,female,3,0,003350_female_Asian_19
9291,9291,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003351_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,10,003351_female_Asian_19
9312,9312,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003355_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,6,003355_female_Asian_19
9318,9318,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003356_female_Asian_19/normal.jpg,Not Wear,19,female,15,16,003356_female_Asian_19
9323,9323,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003356_female_Asian_19/mask3.jpg,Wear,19,female,3,4,003356_female_Asian_19
9339,9339,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003359_female_Asian_20/normal.jpg,Not Wear,20,female,15,16,003359_female_Asian_20
9343,9343,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003359_female_Asian_20/mask5.jpg,Wear,20,female,3,4,003359_female_Asian_20
9345,9345,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003360_female_Asian_19/mask1.jpg,Wear,19,female,3,0,003360_female_Asian_19
9350,9350,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003360_female_Asian_19/mask5.jpg,Wear,19,female,3,0,003360_female_Asian_19
9351,9351,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003360_female_Asian_19/mask3.jpg,Wear,19,female,3,0,003360_female_Asian_19
9352,9352,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003361_female_Asian_20/mask1.jpg,Wear,20,female,3,0,003361_female_Asian_20
9354,9354,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003361_female_Asian_20/incorrect_mask.jpg,Incorrect,20,female,9,6,003361_female_Asian_20
9355,9355,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003361_female_Asian_20/mask2.jpg,Wear,20,female,3,0,003361_female_Asian_20
9356,9356,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003361_female_Asian_20/mask4.jpg,Wear,20,female,3,0,003361_female_Asian_20
9357,9357,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003361_female_Asian_20/mask5.jpg,Wear,20,female,3,0,003361_female_Asian_20
9358,9358,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003361_female_Asian_20/mask3.jpg,Wear,20,female,3,0,003361_female_Asian_20
9362,9362,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003362_female_Asian_20/mask2.jpg,Wear,20,female,3,4,003362_female_Asian_20
9380,9380,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003365_female_Asian_19/mask1.jpg,Wear,19,female,3,0,003365_female_Asian_19
9381,9381,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003365_female_Asian_19/normal.jpg,Not Wear,19,female,15,12,003365_female_Asian_19
9382,9382,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003365_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,6,003365_female_Asian_19
9383,9383,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003365_female_Asian_19/mask2.jpg,Wear,19,female,3,0,003365_female_Asian_19
9384,9384,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003365_female_Asian_19/mask4.jpg,Wear,19,female,3,0,003365_female_Asian_19
9385,9385,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003365_female_Asian_19/mask5.jpg,Wear,19,female,3,0,003365_female_Asian_19
9386,9386,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003365_female_Asian_19/mask3.jpg,Wear,19,female,3,0,003365_female_Asian_19
9394,9394,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003367_female_Asian_19/mask1.jpg,Wear,19,female,3,1,003367_female_Asian_19
9406,9406,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003368_female_Asian_19/mask5.jpg,Wear,19,female,3,0,003368_female_Asian_19
9408,9408,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003369_female_Asian_20/mask1.jpg,Wear,20,female,3,0,003369_female_Asian_20
9413,9413,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003369_female_Asian_20/mask5.jpg,Wear,20,female,3,0,003369_female_Asian_20
9415,9415,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003370_female_Asian_19/mask1.jpg,Wear,19,female,3,0,003370_female_Asian_19
9418,9418,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003370_female_Asian_19/mask2.jpg,Wear,19,female,3,0,003370_female_Asian_19
9419,9419,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003370_female_Asian_19/mask4.jpg,Wear,19,female,3,0,003370_female_Asian_19
9420,9420,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003370_female_Asian_19/mask5.jpg,Wear,19,female,3,0,003370_female_Asian_19
9421,9421,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003370_female_Asian_19/mask3.jpg,Wear,19,female,3,0,003370_female_Asian_19
9422,9422,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003371_female_Asian_19/mask1.jpg,Wear,19,female,3,4,003371_female_Asian_19
9527,9527,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003390_female_Asian_20/mask1.jpg,Wear,20,female,3,4,003390_female_Asian_20
9529,9529,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003390_female_Asian_20/incorrect_mask.jpg,Incorrect,20,female,9,10,003390_female_Asian_20
9530,9530,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003390_female_Asian_20/mask2.jpg,Wear,20,female,3,4,003390_female_Asian_20
9553,9553,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003395_female_Asian_20/mask5.jpg,Wear,20,female,3,0,003395_female_Asian_20
9554,9554,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003395_female_Asian_20/mask3.jpg,Wear,20,female,3,0,003395_female_Asian_20
9565,9565,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003397_female_Asian_20/mask2.jpg,Wear,20,female,3,4,003397_female_Asian_20
9566,9566,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003397_female_Asian_20/mask4.jpg,Wear,20,female,3,4,003397_female_Asian_20
9570,9570,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003397_female_Asian_19/normal.jpg,Not Wear,19,female,15,12,003397_female_Asian_19
9583,9583,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003399_female_Asian_19/mask1.jpg,Wear,19,female,3,0,003399_female_Asian_19
9584,9584,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003399_female_Asian_19/normal.jpg,Not Wear,19,female,15,12,003399_female_Asian_19
9585,9585,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003399_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,6,003399_female_Asian_19
9586,9586,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003399_female_Asian_19/mask2.jpg,Wear,19,female,3,0,003399_female_Asian_19
9587,9587,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003399_female_Asian_19/mask4.jpg,Wear,19,female,3,0,003399_female_Asian_19
9588,9588,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003399_female_Asian_19/mask5.jpg,Wear,19,female,3,0,003399_female_Asian_19
9589,9589,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003399_female_Asian_19/mask3.jpg,Wear,19,female,3,0,003399_female_Asian_19
9590,9590,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003400_female_Asian_19/mask1.jpg,Wear,19,female,3,4,003400_female_Asian_19
